AÑO,mes,dia,fecha,temperatura maxima,temperatura minima,temperatura media,lluvia media
2003,7,13,2003/7/13,33,21.4,29.3,25
2003,7,14,2003/7/14,33,21.6,27.3,13.5
2003,7,15,2003/7/15,33.5,22.3,28.7,1
2003,7,16,2003/7/16,32.5,21.6,28.9,0
2003,7,17,2003/7/17,32,21.2,27.5,0
2003,7,18,2003/7/18,33.5,22.6,27.7,0
2003,7,19,2003/7/19,33.5,22.8,29.1,0
2003,7,20,2003/7/20,35.5,21.7,28.9,0.3
2003,7,21,2003/7/21,33.6,23,29.1,0.2
2003,7,22,2003/7/22,34.4,23.4,29.3,0
2003,7,23,2003/7/23,35.5,22.8,30.1,1
2003,7,24,2003/7/24,34.2,23,29,0
2003,7,25,2003/7/25,34.4,23.2,28.3,0.7
2003,7,26,2003/7/26,34.6,21.6,29,0.2
2003,7,27,2003/7/27,34.2,22.6,28.3,2.1
2003,7,28,2003/7/28,33,22,29,1.3
2003,7,29,2003/7/29,33,22.7,28.5,0.3
2003,7,30,2003/7/30,34.5,22.8,29.2,1.7
2003,7,31,2003/7/31,35.4,23,30.1,0
2003,8,1,2003/8/1,35.5,20.9,29.1,0
2003,8,2,2003/8/2,36,22.2,29.8,0
2003,8,3,2003/8/3,36.4,21.8,30.1,0
2003,8,4,2003/8/4,34.4,23.2,29.7,0
2003,8,5,2003/8/5,36,24,30.7,1.2
2003,8,6,2003/8/6,35.8,22.6,30.4,0
2003,8,7,2003/8/7,36.4,23.6,30.8,0
2003,8,8,2003/8/8,36.4,22.4,30.1,2.6
2003,8,9,2003/8/9,37,23,30.7,0
2003,8,10,2003/8/10,37,23,30.7,0
2003,8,11,2003/8/11,38.5,23,31.8,0
2003,8,12,2003/8/12,37,23.5,30.5,1.2
2003,8,13,2003/8/13,36.5,23,30.3,0
2003,8,14,2003/8/14,34.5,23.8,29.5,0
2003,8,15,2003/8/15,36,21.6,28,2.8
2003,8,16,2003/8/16,32,21,27.9,0.8
2003,8,17,2003/8/17,32.6,22.6,28.3,0.1
2003,8,18,2003/8/18,35.8,22.2,30,13
2003,8,19,2003/8/19,34.6,22.6,29.9,0
2003,8,20,2003/8/20,35.8,23.6,28.7,0
2003,8,21,2003/8/21,35.6,22.8,30.1,0
2003,8,22,2003/8/22,36.6,22.8,30.7,23.2
2003,8,23,2003/8/23,38.8,21,28.8,0
2003,8,24,2003/8/24,34,21.8,28.8,0
2003,8,25,2003/8/25,34,23.2,28.9,0
2003,8,26,2003/8/26,35,23.5,30.4,0
2003,8,27,2003/8/27,35.5,23.2,30.1,0
2003,8,28,2003/8/28,35.6,23.4,29.9,0
2003,8,29,2003/8/29,36,23.6,27.4,3.5
2003,8,30,2003/8/30,35.5,22.8,27.4,0.3
2003,8,31,2003/8/31,37,22.4,30.3,10.4
2003,9,1,2003/9/1,35,21.6,27.7,3.2
2003,9,2,2003/9/2,35,21.6,28.3,3.3
2003,9,3,2003/9/3,36,22.8,29.5,0
2003,9,4,2003/9/4,37.2,22.6,30.7,0
2003,9,5,2003/9/5,37,22.4,31.1,0
2003,9,6,2003/9/6,38,22.4,31.3,0
2003,9,7,2003/9/7,37.4,24.2,30.7,1.4
2003,9,8,2003/9/8,35,21.5,27.9,1.5
2003,9,9,2003/9/9,36.5,23,30.5,0
2003,9,10,2003/9/10,36,22.7,30.1,0
2003,9,11,2003/9/11,37,22.5,30.3,0
2003,9,12,2003/9/12,36.6,22.8,28.4,9.4
2003,9,13,2003/9/13,36,22.6,28.5,22.2
2003,9,14,2003/9/14,32,22,26.8,8.3
2003,9,15,2003/9/15,33.8,22.4,28.7,0.4
2003,9,16,2003/9/16,34.2,23.2,29.6,0
2003,9,17,2003/9/17,35.4,22.4,29.5,0
2003,9,18,2003/9/18,35.6,21.6,30.5,0.4
2003,9,19,2003/9/19,36.6,22.8,30.5,1.6
2003,9,20,2003/9/20,36,21,29.1,45.5
2003,9,21,2003/9/21,34,21.8,27.7,5.7
2003,9,22,2003/9/22,34.5,22.5,29.4,0
2003,9,23,2003/9/23,35.5,23,29.5,0
2003,9,24,2003/9/24,36,22.5,29.3,0
2003,9,25,2003/9/25,35,22.6,28.7,0.6
2003,9,26,2003/9/26,36,22,29.5,0
2003,9,27,2003/9/27,36.5,22.6,29.2,0.3
2003,9,28,2003/9/28,33.6,22.2,29.7,45.5
2003,9,29,2003/9/29,33.8,22.7,28.5,15.2
2003,9,30,2003/9/30,35,23,29.5,1
2003,10,1,2003/10/1,34.4,22.8,29,0
2003,10,2,2003/10/2,32.4,23.2,28.8,0
2003,10,3,2003/10/3,34.4,23.2,29.5,4.5
2003,10,4,2003/10/4,35.2,22.4,29.3,0
2003,10,5,2003/10/5,35.2,22.4,27.9,12.3
2003,10,6,2003/10/6,36,22.6,27.3,0
2003,10,7,2003/10/7,36,22.6,31.6,12.5
2003,10,8,2003/10/8,35.2,22.5,28.5,0
2003,10,9,2003/10/9,36,23.3,29.4,0
2003,10,10,2003/10/10,35.2,22.2,30,0
2003,10,11,2003/10/11,36.5,23,30.9,0
2003,10,12,2003/10/12,35.5,23.2,30.2,0
2003,10,13,2003/10/13,34.8,22.8,29.8,0
2003,10,14,2003/10/14,34.4,21,28.9,0
2003,10,15,2003/10/15,34.2,22.2,28.8,0
2003,10,16,2003/10/16,33.8,22,28.5,0.2
2003,10,17,2003/10/17,34.7,22.4,27.9,0
2003,10,18,2003/10/18,31.6,22.6,27.3,1.3
2003,10,19,2003/10/19,32,21.6,26.3,0
2003,10,20,2003/10/20,32.8,22,26.3,0
2003,10,21,2003/10/21,31.5,20.7,27.1,0
2003,10,22,2003/10/22,33.6,21.8,27.5,0
2003,10,23,2003/10/23,32.6,19.6,27.2,0
2003,10,24,2003/10/24,33.8,18.3,26.5,0
2003,10,25,2003/10/25,34.5,18.6,26.7,0
2003,10,26,2003/10/26,34.8,21,27.5,0
2003,10,27,2003/10/27,34.2,21.8,29.1,2.5
2003,10,28,2003/10/28,34.8,22.8,27.7,0
2003,10,29,2003/10/29,32.5,22.8,29.3,0.4
2003,10,30,2003/10/30,35.6,23.2,29.5,0
2003,10,31,2003/10/31,35,21.8,29.2,1
2003,11,1,2003/11/1,34,22.5,26.6,1.1
2003,11,2,2003/11/2,34,21.2,27.3,1.8
2003,11,3,2003/11/3,34,20.4,27.5,0
2003,11,4,2003/11/4,33,20.4,27.7,0
2003,11,5,2003/11/5,33,19.6,27.1,0
2003,11,6,2003/11/6,31.5,21.3,26.7,0
2003,11,7,2003/11/7,34,21.8,28.3,0
2003,11,8,2003/11/8,33,22.2,27.4,7
2003,11,9,2003/11/9,33,21.8,28.2,0.1
2003,11,10,2003/11/10,32.4,22.8,25.7,0.3
2003,11,11,2003/11/11,34,21.8,27.3,0.9
2003,11,12,2003/11/12,32,21.8,27,0
2003,11,13,2003/11/13,31.6,21.8,25,0.1
2003,11,14,2003/11/14,32.4,17.6,25.9,0
2003,11,15,2003/11/15,31.6,21.4,26.5,0
2003,11,16,2003/11/16,34,18.4,26.9,0
2003,11,17,2003/11/17,35,22,29.3,0
2003,11,18,2003/11/18,37.4,23,30.5,0
2003,11,19,2003/11/19,35.5,21.8,27.7,0.7
2003,11,20,2003/11/20,29,21.5,24.4,0
2003,11,21,2003/11/21,29,18.5,23.5,0
2003,11,22,2003/11/22,31.4,15.8,24.6,0
2003,11,23,2003/11/23,36,16.5,26.1,0
2003,11,24,2003/11/24,35,20.5,28.1,0
2003,11,25,2003/11/25,32.8,20.4,26.8,0
2003,11,26,2003/11/26,34.4,21.6,28.3,0
2003,11,27,2003/11/27,35.8,20.8,28.9,0
2003,11,28,2003/11/28,33.2,23,28.5,0.8
2003,11,29,2003/11/29,30,19,24.8,0
2003,11,30,2003/11/30,28.4,18.4,23.2,0
2003,12,1,2003/12/1,29.5,18,23.5,0
2003,12,2,2003/12/2,29,18.8,23.9,0
2003,12,3,2003/12/3,31.2,15,24.3,0
2003,12,4,2003/12/4,30.5,19.2,25.5,0
2003,12,5,2003/12/5,30.2,17.8,24.4,0
2003,12,6,2003/12/6,30,16.5,24.1,0
2003,12,7,2003/12/7,27.5,19.7,21.1,0
2003,12,8,2003/12/8,29.8,14.5,22.7,0
2003,12,9,2003/12/9,33.6,17.8,25.9,0
2003,12,10,2003/12/10,34.6,19.2,27.2,0
2003,12,11,2003/12/11,31.8,15.6,24.7,0
2003,12,12,2003/12/12,32.6,17,25.1,0
2003,12,13,2003/12/13,37.4,19,27.9,0
2003,12,14,2003/12/14,31.4,21.2,26.2,0
2003,12,15,2003/12/15,28.5,18.6,23.7,0
2003,12,16,2003/12/16,32.6,15.8,25.4,0
2003,12,17,2003/12/17,30.6,21.5,25.1,0
2003,12,18,2003/12/18,24.8,16.6,19.5,0
2003,12,19,2003/12/19,25.6,16,20.5,0
2003,12,20,2003/12/20,26.5,15,20.3,0
2003,12,21,2003/12/21,27.2,17,20.5,0
2003,12,22,2003/12/22,29.4,17.4,22.3,0
2003,12,23,2003/12/23,29.6,18.6,24.3,0
2003,12,24,2003/12/24,30.2,14.2,24.4,0
2003,12,25,2003/12/25,31.2,15.8,23.1,0
2003,12,26,2003/12/26,30.2,17.6,24.2,0
2003,12,27,2003/12/27,32.5,19.6,24.9,0
2003,12,28,2003/12/28,35,20.5,26.1,0
2003,12,29,2003/12/29,30.5,21.6,27.6,0
2003,12,30,2003/12/30,25.5,15,24.4,0
2003,12,31,2003/12/31,29.6,17.8,24.1,0
2004,1,1,2004/1/1,29,16.6,22.9,0
2004,1,2,2004/1/2,30.2,17.8,24,0.2
2004,1,3,2004/1/3,32.5,19.8,26.5,0
2004,1,4,2004/1/4,32.6,18.8,26.5,0
2004,1,5,2004/1/5,34.4,20.2,27.7,0
2004,1,6,2004/1/6,28.4,20.6,24.5,0
2004,1,7,2004/1/7,26.4,20.2,23.9,0
2004,1,8,2004/1/8,31.2,19.6,25.5,0
2004,1,9,2004/1/9,29.8,20.2,24.8,0
2004,1,10,2004/1/10,31.2,16.8,24.7,0
2004,1,11,2004/1/11,29.4,18.4,24,0
2004,1,12,2004/1/12,28.4,18,22.9,0
2004,1,13,2004/1/13,28.5,15.6,22.9,0
2004,1,14,2004/1/14,30.6,19.2,25,0
2004,1,15,2004/1/15,31.6,19.5,24.9,0
2004,1,16,2004/1/16,34,18.8,26.2,0
2004,1,17,2004/1/17,35.8,17.8,27.9,0
2004,1,18,2004/1/18,36.5,17.6,28.3,0
2004,1,19,2004/1/19,33.4,19,26.7,0
2004,1,20,2004/1/20,28.8,20.4,24.7,0
2004,1,21,2004/1/21,31.8,18.6,25.5,0
2004,1,22,2004/1/22,29.8,20,25.2,0
2004,1,23,2004/1/23,30.6,18.8,25.3,0
2004,1,24,2004/1/24,31.4,18.4,25.7,0
2004,1,25,2004/1/25,35.6,15.4,27.4,0
2004,1,26,2004/1/26,37,16.6,28.8,0
2004,1,27,2004/1/27,33.6,18.2,26.7,0
2004,1,28,2004/1/28,31.2,19,25.9,0
2004,1,29,2004/1/29,31.5,19.2,25.5,0
2004,1,30,2004/1/30,37,18.6,29.6,0
2004,1,31,2004/1/31,35,20,28.1,0
2004,2,1,2004/2/1,38.6,21.7,29.5,0
2004,2,2,2004/2/2,37,20.2,29.3,0
2004,2,3,2004/2/3,33.8,23.2,28.3,0
2004,2,4,2004/2/4,33.8,22,28.4,0
2004,2,5,2004/2/5,39,19.8,28.9,0
2004,2,6,2004/2/6,37.4,20.6,29.2,0
2004,2,7,2004/2/7,33.8,21.4,27.5,0
2004,2,8,2004/2/8,30.8,21.8,25.9,0
2004,2,9,2004/2/9,32.5,20.2,26.9,0
2004,2,10,2004/2/10,33.5,20.9,27.6,0
2004,2,11,2004/2/11,34,21.5,27.9,0
2004,2,12,2004/2/12,36,21.8,29.5,0
2004,2,13,2004/2/13,35.5,20.2,28.7,0
2004,2,14,2004/2/14,36,22,29.1,0
2004,2,15,2004/2/15,33.6,20.5,27.5,0
2004,2,16,2004/2/16,31.4,21.4,25.7,0
2004,2,17,2004/2/17,31.2,21.4,26,0
2004,2,18,2004/2/18,26.8,20.4,23.8,0
2004,2,19,2004/2/19,28.6,15.8,22.5,0
2004,2,20,2004/2/20,38,18.2,28.9,0
2004,2,21,2004/2/21,36.5,22.6,29.7,0
2004,2,22,2004/2/22,39,20.8,30.4,0
2004,2,23,2004/2/23,38,20.4,30.3,0
2004,2,24,2004/2/24,38,21.6,30.7,0
2004,2,25,2004/2/25,33,23,26.7,0
2004,2,26,2004/2/26,30,17.2,23.9,0
2004,2,27,2004/2/27,30.8,20,23.2,0
2004,2,28,2004/2/28,34,17.6,26.6,0
2004,2,29,2004/2/29,-99.9,-99.9,-99.9,0
2004,3,1,2004/3/1,34.8,21.6,28.7,0
2004,3,2,2004/3/2,35.2,22,28.9,0
2004,3,3,2004/3/3,35.6,22.4,29.1,0
2004,3,4,2004/3/4,36.8,21.8,29.4,0
2004,3,5,2004/3/5,37.4,21.2,29.6,0
2004,3,6,2004/3/6,36.8,22.2,29.8,0
2004,3,7,2004/3/7,35,20.6,27.2,0
2004,3,8,2004/3/8,33,21.5,26.8,0
2004,3,9,2004/3/9,31.2,17.8,25.3,0
2004,3,10,2004/3/10,30.5,20,23.9,0
2004,3,11,2004/3/11,31,19,25.7,0
2004,3,12,2004/3/12,32.2,17.8,26.3,0
2004,3,13,2004/3/13,32.5,21.5,26.6,0
2004,3,14,2004/3/14,33.5,21.6,28.2,0
2004,3,15,2004/3/15,35,23,29.3,0
2004,3,16,2004/3/16,35.4,21,29.5,0
2004,3,17,2004/3/17,34.2,22.4,29.2,0
2004,3,18,2004/3/18,34.6,22,28.3,1.5
2004,3,19,2004/3/19,32,22.2,27.1,2.7
2004,3,20,2004/3/20,30.8,20.8,26,0
2004,3,21,2004/3/21,31.6,17.6,25.1,0
2004,3,22,2004/3/22,33,20.8,27.3,0
2004,3,23,2004/3/23,33,21.3,27.5,0.2
2004,3,24,2004/3/24,31,21.7,26.8,0
2004,3,25,2004/3/25,31,22,25.3,0
2004,3,26,2004/3/26,30.5,20.2,25.5,0
2004,3,27,2004/3/27,33,19.8,27.4,0
2004,3,28,2004/3/28,34,17.8,27.8,0
2004,3,29,2004/3/29,35,21.8,28.8,0
2004,3,30,2004/3/30,30.8,21.6,26.4,0
2004,3,31,2004/3/31,32.6,20.6,27.4,0
2004,4,1,2004/4/1,33.5,18.4,26.9,0
2004,4,2,2004/4/2,36.2,20.6,28.8,0
2004,4,3,2004/4/3,37,21.6,30.2,23
2004,4,4,2004/4/4,35,20.6,28.6,0
2004,4,5,2004/4/5,35.5,23.4,29.6,0
2004,4,6,2004/4/6,36,22.8,30.7,0
2004,4,7,2004/4/7,37.5,23.5,31.3,0
2004,4,8,2004/4/8,39.5,24,32.7,0
2004,4,9,2004/4/9,40,24.5,31.3,0
2004,4,10,2004/4/10,42,21.3,32.4,0
2004,4,11,2004/4/11,40.6,25.2,33.5,0
2004,4,12,2004/4/12,41.6,25.4,33.5,0
2004,4,13,2004/4/13,34.6,24.8,29.1,0
2004,4,14,2004/4/14,30,22.8,25.8,0
2004,4,15,2004/4/15,31.2,17.8,25.8,0
2004,4,16,2004/4/16,32,19.4,26.3,0
2004,4,17,2004/4/17,31.6,16,25.4,0
2004,4,18,2004/4/18,30.6,18,25,0.6
2004,4,19,2004/4/19,31,20.5,25.3,0
2004,4,20,2004/4/20,32.3,16.7,26.5,0
2004,4,21,2004/4/21,36.4,17.5,28.5,0
2004,4,22,2004/4/22,38.5,20.7,31.4,0
2004,4,23,2004/4/23,38,22.5,31.2,0
2004,4,24,2004/4/24,40.8,21.4,32.1,0
2004,4,25,2004/4/25,38.5,23,32.4,0
2004,4,26,2004/4/26,37.2,23.6,31.9,0
2004,4,27,2004/4/27,36.2,23.4,31.4,0.1
2004,4,28,2004/4/28,33.8,23.6,30.3,0
2004,4,29,2004/4/29,37.5,23,29.8,0
2004,4,30,2004/4/30,37.5,23.4,30.9,0
2004,5,1,2004/5/1,38.6,24.8,31.5,0
2004,5,2,2004/5/2,37.6,25,30.6,0.7
2004,5,3,2004/5/3,33.5,21.5,28.4,0
2004,5,4,2004/5/4,34.7,22.2,29.3,0
2004,5,5,2004/5/5,35,22.8,30.1,0.1
2004,5,6,2004/5/6,35,23.8,30.3,0.3
2004,5,7,2004/5/7,35.5,22.6,31.2,0
2004,5,8,2004/5/8,36,24,29.5,0
2004,5,9,2004/5/9,36,23,30,0
2004,5,10,2004/5/10,38.2,24.8,31.7,2
2004,5,11,2004/5/11,38.2,25,31.7,2.5
2004,5,12,2004/5/12,38.4,24.6,32.1,0
2004,5,13,2004/5/13,38,24.6,31.4,0
2004,5,14,2004/5/14,38,24.6,29.7,0
2004,5,15,2004/5/15,34.4,24,30.1,0
2004,5,16,2004/5/16,35.8,22.8,29.3,0
2004,5,17,2004/5/17,35,22.6,30.3,0.8
2004,5,18,2004/5/18,36,22.5,28.8,3
2004,5,19,2004/5/19,34,22.8,27.5,0
2004,5,20,2004/5/20,32,22,28.9,2
2004,5,21,2004/5/21,35,20.6,28.3,0
2004,5,22,2004/5/22,33,22.3,29.9,0
2004,5,23,2004/5/23,35.8,21.5,29.8,0
2004,5,24,2004/5/24,35.5,21.5,31.3,0
2004,5,25,2004/5/25,37.5,23.7,30.9,0
2004,5,26,2004/5/26,36.4,22.8,30.7,0
2004,5,27,2004/5/27,36.4,23,29.1,1.5
2004,5,28,2004/5/28,37.6,24,30.5,0.7
2004,5,29,2004/5/29,39.2,23,32.4,1.8
2004,5,30,2004/5/30,40.6,23,32.7,0
2004,5,31,2004/5/31,38.5,23,31.4,8
2004,6,1,2004/6/1,38.5,22,28.5,1.6
2004,6,2,2004/6/2,36.2,22.3,30,0
2004,6,3,2004/6/3,33,24,27.8,0
2004,6,4,2004/6/4,33.5,23.8,29.7,0
2004,6,5,2004/6/5,36.5,23.2,30.2,0
2004,6,6,2004/6/6,34.7,23.5,30.4,1
2004,6,7,2004/6/7,35,23,28.8,12
2004,6,8,2004/6/8,35,23.2,28.9,107
2004,6,9,2004/6/9,35.4,22.2,28.4,0
2004,6,10,2004/6/10,35,23.8,29.9,15
2004,6,11,2004/6/11,36.6,22,29.8,0
2004,6,12,2004/6/12,37.2,23.4,29.4,0
2004,6,13,2004/6/13,36.4,23.2,30.1,0
2004,6,14,2004/6/14,37,24.2,29.2,3.3
2004,6,15,2004/6/15,35,22.5,29.2,1.2
2004,6,16,2004/6/16,35,21.6,29.5,0
2004,6,17,2004/6/17,35.5,23.4,30.3,0
2004,6,18,2004/6/18,35,22.7,27.7,2.3
2004,6,19,2004/6/19,33,22.8,27.9,3.5
2004,6,20,2004/6/20,33,22.6,27.4,0
2004,6,21,2004/6/21,34.2,23.6,29.7,0
2004,6,22,2004/6/22,34.6,24.2,29.3,0
2004,6,23,2004/6/23,35.5,23.8,30.5,5.1
2004,6,24,2004/6/24,34.4,27.2,28.6,1.5
2004,6,25,2004/6/25,33.6,21.6,27.7,0
2004,6,26,2004/6/26,33.6,24.4,29.5,0
2004,6,27,2004/6/27,34.8,23.6,30,0
2004,6,28,2004/6/28,35,23.9,30,1.9
2004,6,29,2004/6/29,34.5,23,28.9,3.3
2004,6,30,2004/6/30,33,20.5,25.9,31.9
2004,7,1,2004/7/1,32,19.8,26.9,0.4
2004,7,2,2004/7/2,33.2,22.2,29.1,0.1
2004,7,3,2004/7/3,33.5,21.5,28.5,0.1
2004,7,4,2004/7/4,34.5,23,29.4,0
2004,7,5,2004/7/5,35.4,23.8,29.1,4.9
2004,7,6,2004/7/6,32.5,21.4,27.5,3.9
2004,7,7,2004/7/7,33,22.4,27.4,0
2004,7,8,2004/7/8,33.2,22.2,27.9,8.7
2004,7,9,2004/7/9,31.2,21.6,25.5,22.2
2004,7,10,2004/7/10,32.2,22,27.4,1.4
2004,7,11,2004/7/11,32.2,22,28.1,0
2004,7,12,2004/7/12,32.5,22.2,28.6,3
2004,7,13,2004/7/13,31.6,21.7,26.7,6.7
2004,7,14,2004/7/14,32,21.2,26.9,12.8
2004,7,15,2004/7/15,32,20.5,27.7,3
2004,7,16,2004/7/16,32.5,21,27.9,7
2004,7,17,2004/7/17,33,21.8,27.3,0
2004,7,18,2004/7/18,35,21.2,29.1,2.4
2004,7,19,2004/7/19,34.4,22.7,29.3,0
2004,7,20,2004/7/20,34.8,23,30.6,0
2004,7,21,2004/7/21,35.2,22,28.3,12
2004,7,22,2004/7/22,33.2,20.8,28.1,0
2004,7,23,2004/7/23,34.4,22.8,29.5,0
2004,7,24,2004/7/24,33.8,22.2,29.1,0
2004,7,25,2004/7/25,33.4,23.2,28.9,0.4
2004,7,26,2004/7/26,34,22.8,29.4,6.4
2004,7,27,2004/7/27,33,21.5,28.2,0
2004,7,28,2004/7/28,35,23.2,30,0
2004,7,29,2004/7/29,36,22.2,30.5,0
2004,7,30,2004/7/30,36,21,30.2,3.3
2004,7,31,2004/7/31,35.2,22.2,29.7,2.8
2004,8,1,2004/8/1,35.4,22.2,28.9,0.7
2004,8,2,2004/8/2,35.8,25,30.1,0
2004,8,3,2004/8/3,36,24,30.6,0
2004,8,4,2004/8/4,36.6,22.8,30.7,0
2004,8,5,2004/8/5,36,22.2,30.1,0
2004,8,6,2004/8/6,36,24.2,31.3,0
2004,8,7,2004/8/7,36,23.8,30.3,0
2004,8,8,2004/8/8,35.6,22,30.4,0
2004,8,9,2004/8/9,36,24.5,30.2,0
2004,8,10,2004/8/10,36.5,22.4,30,0
2004,8,11,2004/8/11,36.5,23.8,31.2,0
2004,8,12,2004/8/12,36,23.2,30.5,0
2004,8,13,2004/8/13,36,23,30.8,0
2004,8,14,2004/8/14,35.2,24,28.9,2.3
2004,8,15,2004/8/15,35,21.6,29.5,6.6
2004,8,16,2004/8/16,31.4,21.7,26.7,0
2004,8,17,2004/8/17,33.6,23.8,29.5,0
2004,8,18,2004/8/18,32.2,23,28.5,4
2004,8,19,2004/8/19,33.4,23,29,0
2004,8,20,2004/8/20,34.6,22.4,29.9,0
2004,8,21,2004/8/21,35,24.2,29.5,0
2004,8,22,2004/8/22,35.2,23.2,30.3,0
2004,8,23,2004/8/23,35.6,23.8,29.7,1
2004,8,24,2004/8/24,35,22.9,29.4,6.2
2004,8,25,2004/8/25,34.5,22.5,28.8,0
2004,8,26,2004/8/26,34.5,22.8,29.3,0
2004,8,27,2004/8/27,34.5,22.7,28.9,6
2004,8,28,2004/8/28,34.5,21.6,28.3,7.9
2004,8,29,2004/8/29,34.6,22.8,29,0
2004,8,30,2004/8/30,34.8,22,29.7,0
2004,8,31,2004/8/31,35.8,23.4,29.1,0
2004,9,1,2004/9/1,34,22.2,29,0
2004,9,2,2004/9/2,35,23.6,29.7,0
2004,9,3,2004/9/3,35.4,23,28.3,0
2004,9,4,2004/9/4,36,21.8,30.4,0
2004,9,5,2004/9/5,37,22.2,31.1,0
2004,9,6,2004/9/6,36.7,23,30.9,0
2004,9,7,2004/9/7,36.5,23.2,30.6,0
2004,9,8,2004/9/8,35.5,23.2,30.1,0
2004,9,9,2004/9/9,34.6,22.5,29.2,0
2004,9,10,2004/9/10,34.6,22.8,30.4,0
2004,9,11,2004/9/11,36,22.8,30.6,0
2004,9,12,2004/9/12,35,23.4,29.7,0
2004,9,13,2004/9/13,35.8,24.2,30.5,0
2004,9,14,2004/9/14,38.6,24.6,30.1,9.7
2004,9,15,2004/9/15,34.6,23.8,29.5,0
2004,9,16,2004/9/16,37.8,23.2,31.3,0
2004,9,17,2004/9/17,37.2,23.8,31.3,5.2
2004,9,18,2004/9/18,36,22,30.1,0
2004,9,19,2004/9/19,37,22,30.5,0
2004,9,20,2004/9/20,34,22.3,29.2,2.3
2004,9,21,2004/9/21,36,21.8,27.1,0
2004,9,22,2004/9/22,34,22.2,28.6,15.6
2004,9,23,2004/9/23,35,22.5,29.5,2.3
2004,9,24,2004/9/24,35,23.2,29.3,0
2004,9,25,2004/9/25,33.5,22.8,28.3,0.4
2004,9,26,2004/9/26,25.6,23.5,29.3,3
2004,9,27,2004/9/27,25.2,22.8,29.7,70.3
2004,9,28,2004/9/28,34,20.4,28.5,0
2004,9,29,2004/9/29,33.8,23.8,29,1.3
2004,9,30,2004/9/30,32.8,23,28.5,1.4
2004,10,1,2004/10/1,32.8,22,28.2,0
2004,10,2,2004/10/2,33,22.4,27.5,2.7
2004,10,3,2004/10/3,31.6,22.6,26.3,3.6
2004,10,4,2004/10/4,32,22,27,0
2004,10,5,2004/10/5,33.8,21.8,28,16
2004,10,6,2004/10/6,34,22.8,27.9,32.7
2004,10,7,2004/10/7,34,22,28.1,0
2004,10,8,2004/10/8,34.5,22.8,28.9,31
2004,10,9,2004/10/9,34.2,21.8,28.9,0
2004,10,10,2004/10/10,35,23.2,29.7,0.3
2004,10,11,2004/10/11,33.4,23.6,28.3,1.4
2004,10,12,2004/10/12,34.2,23,28.4,1.9
2004,10,13,2004/10/13,32,22.8,27.5,0.4
2004,10,14,2004/10/14,34,22.8,28.7,6
2004,10,15,2004/10/15,33,23,28.5,0
2004,10,16,2004/10/16,33.2,24,28.8,1
2004,10,17,2004/10/17,34,23,28.7,0
2004,10,18,2004/10/18,34,23.6,29.5,39.5
2004,10,19,2004/10/19,34.8,23,29.3,11.6
2004,10,20,2004/10/20,34,23,29.4,0
2004,10,21,2004/10/21,34,22.2,28.4,0
2004,10,22,2004/10/22,34,23.4,28.9,0.2
2004,10,23,2004/10/23,33.6,20.8,27.8,0
2004,10,24,2004/10/24,32.8,19.3,26.9,0
2004,10,25,2004/10/25,34,20.6,27.8,0
2004,10,26,2004/10/26,33.8,19.4,27.9,0
2004,10,27,2004/10/27,33,24.8,26.4,2.8
2004,10,28,2004/10/28,33,21,27.2,0
2004,10,29,2004/10/29,32,21.8,26.8,0
2004,10,30,2004/10/30,32.8,20.4,27.3,0
2004,10,31,2004/10/31,33,21,27.8,0
2004,11,1,2004/11/1,36,21.6,28.9,33.6
2004,11,2,2004/11/2,34,20.8,27.9,0
2004,11,3,2004/11/3,34,21.7,28,8.2
2004,11,4,2004/11/4,32.2,22.4,27.3,5.4
2004,11,5,2004/11/5,30.5,21.5,24,13.5
2004,11,6,2004/11/6,30,20.5,24.7,0
2004,11,7,2004/11/7,28.5,18.5,23.5,0
2004,11,8,2004/11/8,29.2,13.5,23.1,0
2004,11,9,2004/11/9,28.6,15.2,22.6,0
2004,11,10,2004/11/10,29,14.8,22.7,0
2004,11,11,2004/11/11,31.6,19.8,26.3,0
2004,11,12,2004/11/12,30.5,18.6,24.9,0
2004,11,13,2004/11/13,31.6,20.2,25.3,0
2004,11,14,2004/11/14,29.8,18.8,24.5,0
2004,11,15,2004/11/15,31,19.7,25.5,0
2004,11,16,2004/11/16,30,20.7,25.1,0
2004,11,17,2004/11/17,30.5,20,25.7,0.9
2004,11,18,2004/11/18,30,20,25.7,0
2004,11,19,2004/11/19,31.5,19,26,0
2004,11,20,2004/11/20,32,18.5,26.3,0
2004,11,21,2004/11/21,32.2,18.8,25.7,0
2004,11,22,2004/11/22,30.8,21.8,26.2,0
2004,11,23,2004/11/23,36.5,27.6,28.3,0
2004,11,24,2004/11/24,37.8,22.6,30.9,0
2004,11,25,2004/11/25,32.6,22.4,26.1,0.6
2004,11,26,2004/11/26,33.6,21.6,28.3,0
2004,11,27,2004/11/27,34.4,19.8,27.7,0
2004,11,28,2004/11/28,31.2,21.2,26.3,0
2004,11,29,2004/11/29,33,19.6,27,0
2004,11,30,2004/11/30,33.5,17.5,25.6,0
2004,12,1,2004/12/1,31,19.6,25.1,0.3
2004,12,2,2004/12/2,30.8,20,25.7,0
2004,12,3,2004/12/3,31,19,25.3,0
2004,12,4,2004/12/4,30.5,18.7,27.3,0
2004,12,5,2004/12/5,33,19.7,26.6,0
